0.000000E+00,-3.501989E-05,8.748480E-09
8.249342E-02,-3.627073E-05,1.077202E-09
1.649745E-01,-3.592957E-05,6.801393E-10
2.474481E-01,-3.570216E-05,4.139558E-10
3.299269E-01,-3.615702E-05,5.505252E-10
4.124116E-01,-3.615703E-05,1.597852E-10
4.949001E-01,-3.661187E-05,-3.453951E-10
5.773912E-01,-3.672556E-05,-3.605695E-10
6.598871E-01,-3.661187E-05,-5.534123E-10
7.423621E-01,-3.672559E-05,-4.016670E-10
8.248421E-01,-3.558846E-05,-1.032374E-10
9.073242E-01,-3.638440E-05,2.195100E-11
9.898067E-01,-3.683928E-05,3.965459E-11
1.072299E+00,-3.649815E-05,2.697992E-10
1.154779E+00,-3.718043E-05,-2.891235E-10
1.237264E+00,-3.718042E-05,-2.973429E-10
1.319759E+00,-3.718039E-05,-2.233679E-10
1.402247E+00,-3.683926E-05,-5.964067E-10
1.484731E+00,-3.683925E-05,-1.531865E-10
1.567215E+00,-3.581586E-05,1.373163E-11
1.649705E+00,-3.592956E-05,1.370233E-10
1.732191E+00,-3.592959E-05,3.203805E-10
1.814680E+00,-3.649814E-05,-1.816384E-10
1.897162E+00,-3.592956E-05,-4.573069E-10
1.979642E+00,-3.592957E-05,-4.358097E-10
2.064723E+00,9.999307E-02,3.327215E-08
2.147191E+00,9.999307E-02,2.953926E-08
2.229673E+00,9.999203E-02,2.732316E-08
2.312157E+00,9.999237E-02,2.585378E-08
2.394639E+00,9.999208E-02,2.442677E-08
2.477112E+00,9.999174E-02,2.303894E-08
2.559584E+00,9.999190E-02,2.222014E-08
2.642059E+00,9.999247E-02,2.156006E-08
2.724531E+00,9.999185E-02,2.077101E-08
2.807011E+00,9.999197E-02,2.086458E-08
2.889478E+00,9.999221E-02,2.080010E-08
2.971960E+00,9.999278E-02,2.053201E-08
3.054435E+00,9.999292E-02,2.058007E-08
3.136915E+00,9.999219E-02,2.005971E-08
3.219396E+00,9.999232E-02,1.972082E-08
3.301865E+00,9.999138E-02,1.967086E-08
3.384343E+00,9.999153E-02,1.928202E-08
3.466825E+00,9.999091E-02,1.972524E-08
3.549296E+00,9.999255E-02,1.998258E-08
3.631767E+00,9.999208E-02,1.979985E-08
3.714244E+00,9.999171E-02,2.023231E-08
3.796708E+00,9.999242E-02,2.000660E-08
3.879185E+00,9.999231E-02,1.959057E-08
3.961656E+00,9.999208E-02,1.948055E-08
4.044134E+00,9.999232E-02,1.943567E-08
4.129215E+00,1.999927E-01,5.292992E-08
4.211713E+00,1.999922E-01,4.868110E-08
4.294202E+00,1.999924E-01,4.615269E-08
4.376695E+00,1.999921E-01,4.515053E-08
4.459181E+00,1.999910E-01,4.327712E-08
4.541674E+00,1.999915E-01,4.224338E-08
4.624157E+00,1.999907E-01,4.150236E-08
4.706662E+00,1.999918E-01,4.058999E-08
4.789144E+00,1.999911E-01,4.054131E-08
4.871627E+00,1.999917E-01,4.102310E-08
4.954113E+00,1.999919E-01,3.938047E-08
5.036607E+00,1.999918E-01,3.931598E-08
5.119097E+00,1.999919E-01,3.772583E-08
5.201584E+00,1.999909E-01,3.939058E-08
5.284069E+00,1.999909E-01,3.939499E-08
5.366562E+00,1.999914E-01,3.802363E-08
5.449060E+00,1.999915E-01,3.895559E-08
5.531554E+00,1.999920E-01,3.965613E-08
5.614047E+00,1.999912E-01,3.981356E-08
5.696541E+00,1.999917E-01,3.938676E-08
5.779028E+00,1.999926E-01,3.986478E-08
5.861528E+00,1.999913E-01,3.878678E-08
5.944026E+00,1.999912E-01,3.901693E-08
6.026518E+00,1.999912E-01,3.900237E-08
6.109000E+00,1.999903E-01,3.876844E-08
6.194064E+00,2.999721E-01,7.249094E-08
6.276543E+00,2.999709E-01,6.831040E-08
6.359020E+00,2.999704E-01,6.573202E-08
6.441499E+00,2.999710E-01,6.392311E-08
6.523979E+00,2.999701E-01,6.263962E-08
6.606461E+00,2.999702E-01,6.180944E-08
6.688931E+00,2.999692E-01,6.060371E-08
6.771415E+00,2.999701E-01,5.943467E-08
6.853895E+00,2.999701E-01,6.035523E-08
6.936381E+00,2.999707E-01,6.000622E-08
7.018852E+00,2.999706E-01,6.028127E-08
7.101340E+00,2.999705E-01,5.981402E-08
7.183826E+00,2.999699E-01,5.868667E-08
7.266320E+00,2.999694E-01,5.934358E-08
7.348792E+00,2.999692E-01,5.881186E-08
7.431262E+00,2.999696E-01,5.850143E-08
7.513737E+00,2.999697E-01,5.861336E-08
7.596223E+00,2.999702E-01,5.885805E-08
7.678700E+00,2.999704E-01,5.879669E-08
7.761188E+00,2.999696E-01,5.885864E-08
7.843659E+00,2.999693E-01,5.864559E-08
7.926133E+00,2.999686E-01,5.832693E-08
8.008620E+00,2.999687E-01,5.837621E-08
8.091100E+00,2.999696E-01,5.825802E-08
8.173576E+00,2.999693E-01,5.846794E-08
8.258638E+00,3.999902E-01,9.240223E-08
8.341109E+00,3.999897E-01,8.810976E-08
8.423597E+00,3.999890E-01,8.523799E-08
8.506071E+00,3.999887E-01,8.387676E-08
8.588547E+00,3.999889E-01,8.225250E-08
8.671023E+00,3.999889E-01,8.112325E-08
8.753508E+00,3.999885E-01,8.057189E-08
8.835983E+00,3.999895E-01,8.047139E-08
8.918451E+00,3.999886E-01,7.988464E-08
9.000929E+00,3.999894E-01,7.948568E-08
9.083401E+00,3.999898E-01,7.953185E-08
9.165866E+00,3.999890E-01,7.891981E-08
9.248344E+00,3.999891E-01,7.824834E-08
9.330811E+00,3.999892E-01,7.875606E-08
9.413280E+00,3.999883E-01,7.889957E-08
9.495759E+00,3.999895E-01,7.850313E-08
9.578230E+00,3.999897E-01,7.855940E-08
9.660705E+00,3.999895E-01,7.852147E-08
9.743185E+00,3.999896E-01,7.881674E-08
9.825656E+00,3.999891E-01,7.839943E-08
9.908131E+00,3.999892E-01,7.821164E-08
9.990613E+00,3.999890E-01,7.797456E-08
1.007308E+01,3.999884E-01,7.777410E-08
1.015555E+01,3.999896E-01,7.777162E-08
1.023803E+01,3.999891E-01,7.817624E-08
1.032311E+01,4.999860E-01,1.111369E-07
1.040561E+01,4.999845E-01,1.077991E-07
1.048811E+01,4.999837E-01,1.043615E-07
1.057060E+01,4.999840E-01,1.026272E-07
1.065311E+01,4.999839E-01,1.014297E-07
1.073561E+01,4.999838E-01,1.003005E-07
1.081810E+01,4.999836E-01,9.959233E-08
1.090061E+01,4.999838E-01,9.966314E-08
1.098311E+01,4.999842E-01,9.937541E-08
1.106560E+01,4.999843E-01,9.862430E-08
1.114810E+01,4.999839E-01,9.786688E-08
1.123061E+01,4.999835E-01,9.753240E-08
1.131312E+01,4.999838E-01,9.753367E-08
1.139561E+01,4.999840E-01,9.718277E-08
1.147811E+01,4.999842E-01,9.727002E-08
1.156060E+01,4.999847E-01,9.748879E-08
1.164310E+01,4.999842E-01,9.710939E-08
1.172559E+01,4.999840E-01,9.745021E-08
1.180808E+01,4.999847E-01,9.729719E-08
1.189057E+01,4.999841E-01,9.668706E-08
1.197307E+01,4.999840E-01,9.678253E-08
1.205557E+01,4.999840E-01,9.680087E-08
1.213806E+01,4.999835E-01,9.678440E-08
1.222056E+01,4.999837E-01,9.662252E-08
1.230305E+01,4.999840E-01,9.682677E-08
1.238813E+01,6.000046E-01,1.298304E-07
1.247061E+01,6.000040E-01,1.256802E-07
1.255311E+01,6.000032E-01,1.231853E-07
1.263561E+01,6.000037E-01,1.216577E-07
1.271811E+01,6.000032E-01,1.202686E-07
1.280061E+01,6.000028E-01,1.196508E-07
1.288310E+01,6.000040E-01,1.189788E-07
1.296559E+01,6.000038E-01,1.185419E-07
1.304808E+01,6.000037E-01,1.185217E-07
1.313057E+01,6.000035E-01,1.175417E-07
1.321307E+01,6.000031E-01,1.174329E-07
1.329557E+01,6.000033E-01,1.171661E-07
1.337807E+01,6.000030E-01,1.168044E-07
1.346057E+01,6.000035E-01,1.170403E-07
1.354305E+01,6.000040E-01,1.169404E-07
1.362554E+01,6.000044E-01,1.170416E-07
1.370804E+01,6.000044E-01,1.171952E-07
1.379052E+01,6.000036E-01,1.169296E-07
1.387302E+01,6.000029E-01,1.165155E-07
1.395552E+01,6.000030E-01,1.167987E-07
1.403802E+01,6.000033E-01,1.162139E-07
1.412052E+01,6.000023E-01,1.166552E-07
1.420301E+01,6.000037E-01,1.168834E-07
1.428551E+01,6.000033E-01,1.163296E-07
1.436800E+01,6.000039E-01,1.180077E-07
1.445305E+01,6.999846E-01,1.486327E-07
1.453552E+01,6.999841E-01,1.446070E-07
1.461801E+01,6.999834E-01,1.403057E-07
1.470050E+01,6.999840E-01,1.406079E-07
1.478297E+01,6.999854E-01,1.389186E-07
1.486545E+01,6.999838E-01,1.387345E-07
1.494792E+01,6.999836E-01,1.374245E-07
1.503040E+01,6.999846E-01,1.369939E-07
1.511287E+01,6.999837E-01,1.358445E-07
1.519535E+01,6.999828E-01,1.360999E-07
1.527784E+01,6.999825E-01,1.356079E-07
1.536032E+01,6.999836E-01,1.359121E-07
1.544281E+01,6.999832E-01,1.357863E-07
1.552528E+01,6.999825E-01,1.355219E-07
1.560775E+01,6.999830E-01,1.357091E-07
1.569022E+01,6.999838E-01,1.361783E-07
1.577270E+01,6.999834E-01,1.351597E-07
1.585518E+01,6.999832E-01,1.352008E-07
1.593766E+01,6.999823E-01,1.369888E-07
1.602014E+01,6.999835E-01,1.351256E-07
1.610261E+01,6.999834E-01,1.355611E-07
1.618509E+01,6.999835E-01,1.355928E-07
1.626758E+01,6.999836E-01,1.355776E-07
1.635005E+01,6.999838E-01,1.356896E-07
1.643253E+01,6.999838E-01,1.356902E-07
1.651760E+01,7.999735E-01,1.682809E-07
1.660008E+01,7.999735E-01,1.640782E-07
1.668257E+01,7.999737E-01,1.615137E-07
1.676504E+01,7.999739E-01,1.599432E-07
1.684752E+01,7.999734E-01,1.594197E-07
1.693001E+01,7.999734E-01,1.579440E-07
1.701248E+01,7.999735E-01,1.573964E-07
1.709496E+01,7.999746E-01,1.563621E-07
1.717744E+01,7.999720E-01,1.560270E-07
1.725992E+01,7.999735E-01,1.555654E-07
1.734239E+01,7.999731E-01,1.552758E-07
1.742487E+01,7.999733E-01,1.554055E-07
1.750736E+01,7.999727E-01,1.553631E-07
1.758984E+01,7.999729E-01,1.551785E-07
1.767231E+01,7.999730E-01,1.551165E-07
1.775480E+01,7.999733E-01,1.546999E-07
1.783729E+01,7.999730E-01,1.546625E-07
1.791976E+01,7.999731E-01,1.548111E-07
1.800224E+01,7.999731E-01,1.548497E-07
1.808471E+01,7.999731E-01,1.549578E-07
1.816720E+01,7.999725E-01,1.555072E-07
1.824969E+01,7.999728E-01,1.550722E-07
1.833217E+01,7.999727E-01,1.548350E-07
1.841464E+01,7.999735E-01,1.556046E-07
1.849713E+01,7.999727E-01,1.552183E-07
1.858219E+01,8.999904E-01,1.886784E-07
1.866468E+01,8.999885E-01,1.843631E-07
1.874716E+01,8.999886E-01,1.822603E-07
1.882963E+01,8.999881E-01,1.805082E-07
1.891211E+01,8.999887E-01,1.790528E-07
1.899459E+01,8.999894E-01,1.783484E-07
1.907707E+01,8.999887E-01,1.774234E-07
1.915956E+01,8.999884E-01,1.767254E-07
1.924205E+01,8.999890E-01,1.763517E-07
1.932452E+01,8.999881E-01,1.756923E-07
1.940701E+01,8.999885E-01,1.758668E-07
1.948949E+01,8.999889E-01,1.756840E-07
1.957197E+01,8.999885E-01,1.756088E-07
1.965445E+01,8.999881E-01,1.754520E-07
1.973693E+01,8.999881E-01,1.753129E-07
1.981941E+01,8.999879E-01,1.751599E-07
1.990188E+01,8.999881E-01,1.751922E-07
1.998436E+01,8.999882E-01,1.750354E-07
2.006685E+01,8.999887E-01,1.750549E-07
2.014933E+01,8.999884E-01,1.750353E-07
2.023181E+01,8.999882E-01,1.750018E-07
2.031430E+01,8.999883E-01,1.748931E-07
2.039679E+01,8.999871E-01,1.749574E-07
2.047927E+01,8.999885E-01,1.749297E-07
2.056176E+01,8.999879E-01,1.747964E-07
2.064682E+01,9.999766E-01,2.080439E-07
2.072931E+01,9.999763E-01,2.039386E-07
2.081178E+01,9.999756E-01,2.017244E-07
2.089426E+01,9.999770E-01,2.002349E-07
2.097675E+01,9.999776E-01,1.989090E-07
2.105923E+01,9.999763E-01,1.977741E-07
2.114171E+01,9.999760E-01,1.970678E-07
2.122419E+01,9.999763E-01,1.961845E-07
2.130667E+01,9.999760E-01,1.955396E-07
2.138916E+01,9.999755E-01,1.958090E-07
2.147165E+01,9.999757E-01,1.961143E-07
2.155414E+01,9.999762E-01,1.951381E-07
2.163663E+01,9.999759E-01,1.951621E-07
2.171912E+01,9.999753E-01,1.946949E-07
2.180160E+01,9.999756E-01,1.946848E-07
2.188408E+01,9.999754E-01,1.944420E-07
2.196657E+01,9.999757E-01,1.941740E-07
2.204904E+01,9.999757E-01,1.946128E-07
2.213154E+01,9.999759E-01,1.944863E-07
2.221401E+01,9.999756E-01,1.943111E-07
2.229649E+01,9.999766E-01,1.944016E-07
2.237897E+01,9.999760E-01,1.942170E-07
2.246146E+01,9.999761E-01,1.940045E-07
2.254393E+01,9.999757E-01,1.941544E-07
2.262641E+01,9.999756E-01,1.939836E-07